"","x"
"Very poor accuracy",1
"Very poor design",1
"Very poor ease of finding",1
"Very poor ease of use",1
"Very poor editorial",1
"Very poor search",1
"Very Satisfied",1
"Victim based crime March 2013 MSG Average",1
"Victim based crime March 2013 MSG Average Lower Bound",1
"Victim based crime March 2013 MSG Average Upper Bound",1
"Victim-based crime per 1000 population 12 months to March 2010",1
"Victim-based crime per 1000 population 12 months to March 2011",1
"Victim-based crime per 1000 population 12 months to March 2012",1
"Victim-based crime per 1000 population 12 months to March 2013",1
"Victim-based crime sanction detection rate 12months to March 2010",1
"Victim-based crime sanction detection rate 12months to March 2011",1
"Victim-based crime sanction detection rate 12months to March 2012",1
"Victim-based crime sanction detection rate 12months to March 2013",1
"Victim-based crime SD Cautions 12months to March 2010",1
"Victim-based crime SD Cautions 12months to March 2011",1
"Victim-based crime SD Cautions 12months to March 2012",1
"Victim-based crime SD Cautions 12months to March 2013",1
"Victim-based crime SD Charge Summons 12months to March 2010",1
"Victim-based crime SD Charge Summons 12months to March 2011",1
"Victim-based crime SD Charge Summons 12months to March 2012",1
"Victim-based crime SD Charge Summons 12months to March 2013",1
"Victim-based crime SD Fixed Penalties 12months to March 2010",1
"Victim-based crime SD Fixed Penalties 12months to March 2011",1
"Victim-based crime SD Fixed Penalties 12months to March 2012",1
"Victim-based crime SD Fixed Penalties 12months to March 2013",1
"Victim-based crime SD TICs 12months to March 2010",1
"Victim-based crime SD TICs 12months to March 2011",1
"Victim-based crime SD TICs 12months to March 2012",1
"Victim-based crime SD TICs 12months to March 2013",1
"Views",1
"VIN End",1
"VIN Start",1
"Violence against the person December 2012 ",1
"Violence against the person December 2012 MSG Average",1
"Violence against the person December 2012 MSG Average Lower Bound",1
"Violence against the person December 2012 MSG Average Upper Bound",1
"Violence against the person March 2013 ",1
"Violence against the person March 2013 MSG Average",1
"Violence against the person March 2013 MSG Average Lower Bound",1
"Violence against the person March 2013 MSG Average Upper Bound",1
"Violence against the person per 1000 population 12 months to March 2010",1
"Violence against the person per 1000 population 12 months to March 2011",1
"Violence against the person per 1000 population 12 months to March 2012",1
"Violence against the person per 1000 population 12 months to March 2013",1
"Violence against the person sanction detection rate 12months to March 2010",1
"Violence against the person sanction detection rate 12months to March 2011",1
"Violence against the person sanction detection rate 12months to March 2012",1
"Violence against the person sanction detection rate 12months to March 2013",1
"Violence against the person SD Cautions 12months to March 2010",1
"Violence against the person SD Cautions 12months to March 2011",1
"Violence against the person SD Cautions 12months to March 2012",1
"Violence against the person SD Cautions 12months to March 2013",1
"Violence against the person SD Charge Summons 12months to March 2010",1
"Violence against the person SD Charge Summons 12months to March 2011",1
"Violence against the person SD Charge Summons 12months to March 2012",1
"Violence against the person SD Charge Summons 12months to March 2013",1
"Violence against the person SD Fixed Penalties 12months to March 2010",1
"Violence against the person SD Fixed Penalties 12months to March 2011",1
"Violence against the person SD Fixed Penalties 12months to March 2012",1
"Violence against the person SD Fixed Penalties 12months to March 2013",1
"Violence against the person SD TICs 12months to March 2010",1
"Violence against the person SD TICs 12months to March 2011",1
"Violence against the person SD TICs 12months to March 2012",1
"Violence against the person SD TICs 12months to March 2013",1
"Violence with injury per 1000 population 12 months to December 2009",1
"Violence with injury per 1000 population 12 months to December 2010",1
"Violence with injury per 1000 population 12 months to December 2011",1
"Violence with injury per 1000 population 12 months to December 2012",1
"Violence with injury per 1000 population 12 months to March 2010",1
"Violence with injury per 1000 population 12 months to March 2011",1
"Violence with injury per 1000 population 12 months to March 2012",1
"Violence with injury per 1000 population 12 months to March 2013",1
"Violence with injury per 1000 population 12 months to September 2009",1
"Violence with injury per 1000 population 12 months to September 2010",1
"Violence with injury per 1000 population 12 months to September 2011",1
"Violence with injury per 1000 population 12 months to September 2012",1
"Violence with injury sanction detection rate 12months to March 2010",1
"Violence with injury sanction detection rate 12months to March 2011",1
"Violence with injury sanction detection rate 12months to March 2012",1
"Violence with injury sanction detection rate 12months to March 2013",1
"Violence with injury SD Cautions 12months to March 2010",1
"Violence with injury SD Cautions 12months to March 2011",1
"Violence with injury SD Cautions 12months to March 2012",1
"Violence with injury SD Cautions 12months to March 2013",1
"Violence with injury SD Charge Summons 12months to March 2010",1
"Violence with injury SD Charge Summons 12months to March 2011",1
"Violence with injury SD Charge Summons 12months to March 2012",1
"Violence with injury SD Charge Summons 12months to March 2013",1
"Violence with injury SD Fixed Penalties 12months to March 2010",1
"Violence with injury SD Fixed Penalties 12months to March 2011",1
"Violence with injury SD Fixed Penalties 12months to March 2012",1
"Violence with injury SD Fixed Penalties 12months to March 2013",1
"Violence with injury SD TICs 12months to March 2010",1
"Violence with injury SD TICs 12months to March 2011",1
"Violence with injury SD TICs 12months to March 2012",1
"Violence with injury SD TICs 12months to March 2013",1
"Violence without injury per 1000 population 12 months to December 2009",1
"Violence without injury per 1000 population 12 months to December 2010",1
"Violence without injury per 1000 population 12 months to December 2011",1
"Violence without injury per 1000 population 12 months to December 2012",1
"Violence without injury per 1000 population 12 months to March 2010",1
"Violence without injury per 1000 population 12 months to March 2011",1
"Violence without injury per 1000 population 12 months to March 2012",1
"Violence without injury per 1000 population 12 months to March 2013",1
"Violence without injury per 1000 population 12 months to September 2009",1
"Violence without injury per 1000 population 12 months to September 2010",1
"Violence without injury per 1000 population 12 months to September 2011",1
"Violence without injury per 1000 population 12 months to September 2012",1
"Violence without injury sanction detection rate 12months to March 2010",1
"Violence without injury sanction detection rate 12months to March 2011",1
"Violence without injury sanction detection rate 12months to March 2012",1
"Violence without injury sanction detection rate 12months to March 2013",1
"Violence without injury SD Cautions 12months to March 2010",1
"Violence without injury SD Cautions 12months to March 2011",1
"Violence without injury SD Cautions 12months to March 2012",1
"Violence without injury SD Cautions 12months to March 2013",1
"Violence without injury SD Charge Summons 12months to March 2010",1
"Violence without injury SD Charge Summons 12months to March 2011",1
"Violence without injury SD Charge Summons 12months to March 2012",1
"Violence without injury SD Charge Summons 12months to March 2013",1
"Violence without injury SD Fixed Penalties 12months to March 2010",1
"Violence without injury SD Fixed Penalties 12months to March 2011",1
"Violence without injury SD Fixed Penalties 12months to March 2012",1
"Violence without injury SD Fixed Penalties 12months to March 2013",1
"Violence without injury SD TICs 12months to March 2010",1
"Violence without injury SD TICs 12months to March 2011",1
"Violence without injury SD TICs 12months to March 2012",1
"Violence without injury SD TICs 12months to March 2013",1
"Visit duration Apr-10",1
"Visit duration Aug-10",1
"Visit duration Dec-10",1
"Visit duration Feb-11",1
"Visit duration Jan-11",1
"Visit duration Jul-10",1
"Visit duration Jun-10",1
"Visit duration Mar-11",1
"Visit duration May-10",1
"Visit duration Nov-10",1
"Visit duration Oct-10",1
"Visit duration Sep-10",1
"Visits",1
"Visits Apr-10",1
"Visits Aug-10",1
"Visits Dec-10",1
"Visits Feb-11",1
"Visits Jan-11",1
"Visits Jul-10",1
"Visits Jun-10",1
"Visits Mar-11",1
"Visits May-10",1
"Visits Nov-10",1
"Visits Oct-10",1
"Visits Sep-10",1
"Voucher Description published admin over £25000",1
"Voucher Descrption",1
"W4 1DZ",1
"Walking Ability - mean walking ability",1
"Walking Ability - min walking ability",1
"Walking Ability - se walking ability",1
"WARWICK",1
"WARWICKSHIRE",1
"WATER LANE",1
"Web Link",1
"Website address",1
"Week No",1
"WELLESBOURNE",1
"WESTGATE",1
"WHELLOCK ROAD",1
"White - English Headcount",1
"White - English Percentage",1
"WHITEHORSE ROAD",1
"WHITWORTH CLOSE",1
"Wider Barriers Sub-domain Rank (where 1 is most deprived)",1
"Wider Barriers Sub-domain Score",1
"WILD FLOWER WAY",1
"WILTSHIRE",1
"Workforce % of total_As at 31/03/2010_PCSOs",1
"Workforce % of total_As at 31/03/2010_Police Officers",1
"Workforce % of total_As at 31/03/2010_Police Staff",1
"Workforce by function FTE per 1,000 population_As at 31/03/2010_Local Policing",1
"Workforce by function FTE per 1,000 population_As at 31/03/2010_National Functions",1
"Workforce by function FTE per 1,000 population_As at 31/03/2010_Not available for duty",1
"Workforce by function FTE per 1,000 population_As at 31/03/2010_Total",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Business support",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Community",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Criminal justice",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Custody",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Dealing with the public",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Forensics",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Intelligence",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Investigation",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Local Policing",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_National Functions",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Not available for duty",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Operational support",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Other",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Roads policing",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Specialist functions",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Total",1
"Workforce by function FTE per 1,000 population_Police Officers (as at 31/03/2010)_Training",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Business support",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Community",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Criminal justice",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Custody",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Dealing with the public",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Forensics",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Intelligence",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Investigation",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Local Policing",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_National Functions",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Not available for duty",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Operational support",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Other",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Roads policing",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Specialist functions",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Total",1
"Workforce by function FTE per 1,000 population_Police Staff + PCSOs (as at 31/03/2010)_Training",1
"Workforce trends: PCSOs_(per 1,000 population)_38412",1
"Workforce trends: PCSOs_(per 1,000 population)_38777",1
