Column,x
75290,Supplier
75291,Transation number
75292,Total
75293,Deparment Family
75294,Entity
75295,Date
75296,Expense Type
75297,Expenses Area
75298,Supplier
75299,Transation number
75300,Total
75301,Department Family
75302,Entity
75303,Date
75304,Expenses Type
75305,Expenses Area
75306,Supplier
75307,Transaction Number
75308,Total
75309,Department Family
75310,Entity
75311,Date
75312,Expenses Type
75313,Expenses Area
75314,Supplier
75315,Transaction Number
75316, Value 
75317,Department Family
75318,Entity
75319,Date
75320,Expenses Type
75321,Expense Area
75322,Supplier
75323,Transaction Number
75324,Total
75325,Department Family
75326,Entity
75327,Date
75328,Expenses Type
75329,Expense Area
75330,Supplier
75331,Transaction Number
75332,Total
75333,Department Family
75334,Entity
75335,Date
75336,Expenses Type
75337,Expenses Area
75338,Supplier
75339,Transaction Number
75340,Total
75341,Department Family
75342,Entity
75343,Date
75344,Expenses Type
75345,Expenses Area
75346,Supplier
75347,Transaction Number
75348,Total
75349,Department Family
75350,Entity
75351,Date
75352,Expenses Type
75353,Expenses Area
75354,Supplier
75355,Transaction Number
75356,Total
75357,Department Family
75358,Entity
75359,Date
75360,Expense Type
75361,Expense Area
75362,Supplier
75363,Transaction Number
75364,Total
75365,Department Family
75366,Entity
75367,Date
75368,Expense Type
75369,Expense Area
75370,Supplier
75371,Transaction Number
75372,Total
75373,Department Family
75374,Entity
75375,Date
75376,Expense Type
75377,Expense Area
75378,Supplier
75379,Transaction Number
75380,Total
75381,V1
75382,V2
75383,V3
75384,V4
75385,V5
75386,V6
75387,V7
75388,V8
75389,Department Family
75390,Entity
75391,Date
75392,Expense Type
75393,Expense Area
75394,Supplier
75395,Transaction Number
75396,Total
75397,Department Family
75398,Entity
75399,Date
75400,Expense Type
75401,Expense Area
75402,Supplier
75403,Transaction Number
75404,Total
75405,Department Family
75406,Entity
75407,Date
75408,Expense Type
75409,Expense Area
75410,Supplier
75411,Transaction Number
75412,Total
75413,Department Family
75414,Entity
75415,Date
75416,Expense Type
75417,Expense Area
75418,Supplier
75419,Transaction Number
75420,Total
75421,Department Family
75422,Entity
75423,Date
75424,Expense Type
75425,Expense Area
75426,Supplier
75427,Transaction Number
75428,Total
75429,Department Family
75430,Entity
75431,Date
75432,Expenses Type
75433,Expense Area
75434,Supplier
75435,Transaction Number
75436,Total
75437,Department Family
75438,Entity
75439,Date
75440,Expenses Type
75441,Expense Area
75442,Supplier
75443,Transaction Number
75444,Total
75445,Department Family
75446,Entity
75447,Date
75448,Expenses Type
75449,Expense Area
75450,Supplier
75451,Transaction Number
75452,Total
75453,Department Family
75454,Entity
75455,Date
75456,Expenses Type
75457,Expense Area
75458,Supplier
75459,Transaction Number
75460,Total
75461,Department Family
75462,Entity
75463,Date
75464,Expenses Type
75465,Expense Area
75466,Supplier
75467,Transaction Number
75468,Total
75469,Department Family
75470,Entity
75471,Date
75472,Expenses Type
75473,Expense Area
75474,Supplier
75475,Transaction Number
75476,Total
75477,Department Family
75478,Entity
75479,Date
75480,Expenses Type
75481,Expense Area
75482,Supplier
75483,Transaction Number
75484,Total
75485,Department Family
75486,Entity
75487,Date
75488,Expenses Type
75489,Expense Area
75490,Supplier
75491,Transaction Number
75492,Total
75493,Department Family
75494,Entity
75495,Date
75496,Expenses Type
75497,Expense Area
75498,Supplier
75499,Transaction Number
75500,Total
75501,Department Family
75502,Entity
75503,Date
75504,Expenses Type
75505,Expense Area
75506,Supplier
75507,Transaction Number
75508,Total
75509,Department Family
75510,Entity
75511,Date
75512,Expenses Type
75513,Expense Area
75514,Supplier
75515,Transaction Number
75516,Total
75517,Department Family
75518,Entity
75519,Date
75520,Expenses Type
75521,Expense Area
75522,Supplier
75523,Transaction Number
75524,Total
75525,Department Family
75526,Entity
75527,Date
75528,Expenses Type
75529,Expense Area
75530,Supplier
75531,Transaction Number
75532,Total
75533,Department Family
75534,Entity
75535,Date
75536,Expenses Type
75537,Expense Area
75538,Supplier
75539,Transaction Number
75540,Total
75541,Department Family
75542,Entity
75543,Date
75544,Expenses Type
75545,Expense Area
75546,Supplier
75547,Transaction Number
75548,Total
75549,Department Family
75550,Entity
75551,Date
75552,Expenses Type
75553,Expense Area
75554,Supplier
75555,Transaction Number
75556,Total
75557,Department Family
75558,Entity
75559,Date
75560,Expenses Type
75561,Expense Area
75562,Supplier
75563,Transaction Number
75564,Total
75565,Department Family
75566,Entity
75567,Date
75568,Expenses Type
75569,Expense Area
75570,Supplier
75571,Transaction Number
75572,Total
75573,Department Family
75574,Entity
75575,Date
75576,Expenses Type
75577,Expense Area
75578,Supplier
75579,Transaction Number
75580,Total
75581,Department Family
75582,Entity
75583,Date
75584,Expenses Type
75585,Expense Area
75586,Supplier
75587,Transaction Number
75588,Total
75589,Department Family
75590,Entity
75591,Date
75592,Expenses Type
75593,Expense Area
75594,Supplier
75595,Transaction Number
75596,Total
75597,Department Family
75598,Entity
75599,Date
75600,Expenses Type
75601,Expense Area
75602,Supplier
75603,Transaction Number
75604,Total
75605,Column1
75606,Name
75607,Job Title
75608,FTE at year start
75609,Grade
75610,Unit
75611,Parent Department
75612,Organisation
75613,Actual pay floor
75614,Actual pay ceiling
75615,Notes
75616,Post Unique Reference
75617,Name
75618,Grade
75619,Job/Team Title
75620,Job Function
75621,Parent Department
75622,Organisation
75623,Unit
75624,E-mail
75625,Contact Number
75626,Reports To
75627,Salary Cost of Reports
75628,Notes
75629,Parent Department
75630,Organisation
75631,Unit
75632,Grade
75633,Payscale Min
75634,Payscale Max
75635,Generic Job Title
75636,Number of such posts in FTE
75637,Post Unique Reference
75638,Name
75639,Grade (or equivalent)
75640,Job Title
75641,Job/Team Function
75642,Parent Department
75643,Organisation
75644,Unit
75645,Contact Phone
75646,Contact E-mail
75647,Reports to Senior Post
75648,Salary Cost of Reports (£)
75649,FTE
75650,Actual Pay Floor (£)
75651,Actual Pay Ceiling (£)
75652,V16
75653,Professional/Occupational Group
75654,Notes
75655,Valid?
75656,Parent Department
75657,Organisation
75658,Unit
75659,Reporting Senior Post
75660,Grade
75661,Payscale Minimum (£)
75662,Payscale Maximum (£)
75663,Generic Job Title
75664,Number of Posts in FTE
75665,Professional/Occupational Group
75666,Post Unique Reference
75667,Name
75668,Grade (or equivalent)
75669,Job Title
75670,Job/Team Function
75671,Parent Department
75672,Organisation
75673,Unit
75674,Contact Phone
75675,Contact E-mail
75676,Reports to Senior Post
75677,Salary Cost of Reports (£)
75678,FTE
75679,Actual Pay Floor (£)
75680,Actual Pay Ceiling (£)
75681,V16
75682,Professional/Occupational Group
75683,Notes
75684,Valid?
75685,Parent Department
75686,Organisation
75687,Unit
75688,Reporting Senior Post
75689,Grade
75690,Payscale Minimum (£)
75691,Payscale Maximum (£)
75692,Generic Job Title
75693,Number of Posts in FTE
75694,Professional/Occupational Group
75695,Post Unique Reference
75696,Name
75697,Grade (or equivalent)
75698,Job Title
75699,Job/Team Function
75700,Parent Department
75701,Organisation
75702,Unit
75703,Contact Phone
75704,Contact E-mail
75705,Reports to Senior Post
75706,Salary Cost of Reports (£)
75707,FTE
75708,Actual Pay Floor (£)
75709,Actual Pay Ceiling (£)
75710,V16
75711,Professional/Occupational Group
75712,Notes
75713,Valid?
75714,Parent Department
75715,Organisation
75716,Unit
75717,Reporting Senior Post
75718,Grade
75719,Payscale Minimum (£)
75720,Payscale Maximum (£)
75721,Generic Job Title
75722,Number of Posts in FTE
75723,Professional/Occupational Group
75724,Vendor Name
75725,Expenditure Account 
75726,Document Number
75727,Clearing Date
75728,Amount £
75729,Vendor Name
75730,Expenditure Account 
75731,Document Number
75732,Clearing Date
75733,Amount £
75734,Vendor Name
75735,Expenditure Account 
75736,Document Number
75737,Clearing Date
75738,Amount £
75739,Vendor Name
75740,Expenditure Account 
75741,Document Number
75742,Clearing Date
75743,Amount £
75744,Vendor Name
75745,Expenditure Account 
75746,Document Number
75747,Clearing Date
75748,Amount £
75749,Vendor Name
75750,Expenditure Account 
75751,Document Number
75752,Clearing Date
75753,Amount £
75754,Vendor Name
75755,Expenditure Account 
75756,Document Number
75757,Clearing Date
75758,Amount £
75759,Vendor Name
75760,Expenditure Account 
75761,Document Number
75762,Clearing Date
75763,Amount £
75764,Vendor Name
75765,Expenditure Account 
75766,Document Number
75767,Clearing Date
75768,Amount £
75769,Vendor Name
75770,Expenditure Account 
75771,Document Number
75772,Clearing Date
75773,Amount £
75774,Vendor Name
75775,Expenditure Account 
75776,Document Number
75777,Clearing Date
75778,Amount £
75779,Vendor Name
75780,Expenditure Account 
75781,Document Number
75782,Clearing Date
75783,Amount £
75784,Vendor Name
75785,Expenditure Account 
75786,Document Number
75787,Clearing Date
75788,Amount £
75789,Vendor Name
75790,Expenditure Account 
75791,Document Number
75792,Clearing Date
75793,Amount £
75794,Vendor Name
75795,Expenditure Account 
75796,Document Number
75797,Clearing Date
75798,Amount £
75799,Vendor Name
75800,Expenditure Account 
75801,Document Number
75802,Clearing Date
75803,Amount £
75804,Vendor Name
75805,Expenditure Account 
75806,Document Number
75807,Clearing Date
75808,Amount £
75809,Vendor Name
75810,Expenditure Account 
75811,Document Number
75812,Clearing Date
75813,Amount £
75814,Vendor Name
75815,Expenditure Account 
75816,Document Number
75817,Clearing Date
75818,Amount £
75819,Vendor Name
75820,Expenditure Account 
75821,Document Number
75822,Clearing Date
75823,Amount £
75824,Vendor Name
75825,Expenditure Account 
75826,Document Number
75827,Clearing Date
75828,Amount £
75829,Vendor Name
75830,Expenditure Account 
75831,Document Number
75832,Clearing Date
75833,Amount £
75834,Reporting Organisation
75835,IATI Identifer
75836,Activity title
75837,Activity Description
75838,Project Status
75839,Recipient Country code
75840,Recipient country Name
75841,Recipient Region code
75842,Recipient Region Name
75843,Sector code
75844,Default flow type
75845,Default finance Type
75846,Default aid type 
75847,Transaction value date
75848,Transaction Value (GBP)
75849,TRANSACTION TYPE
75850,Transaction Description
75851,Department Family
75852,Entity
75853,Date
75854,Expense Type
75855,Expense Area
75856,Supplier
75857,Transaction Number
75858,Amount
75859,VAT Registration Number
75860,Department Family
75861,Entity
75862,Date
75863,Expense Type
75864,Expense Area
75865,Supplier
75866,Transaction Number
75867,Amount
75868,VAT Registration Number
75869,Department Family
75870,Entity
75871,Date
75872,Expense Type
75873,Expense Area
75874,Supplier
75875,Transaction Number
75876,Amount
75877,VAT Registration Number
75878,Department Family
75879,Entity
75880,Date
75881,Expense Type
75882,Expense Area
75883,Supplier
75884,Transaction Number
75885,Amount
75886,VAT Registration Number
75887,Department Family
75888,Entity
75889,Date
75890,Expense Type
75891,Expense Area
75892,Supplier
75893,Transaction Number
75894,Amount
75895,VAT Registration Number
75896,Department Family
75897,Entity
75898,Date
75899,Expense Type
75900,Expense Area
75901,Supplier
75902,Transaction Number
75903,Amount
75904,VAT Registration Number
75905,Department Family
75906,Entity
75907,Date
75908,Expense Type
75909,Expense Area
75910,Supplier
75911,Transaction Number
75912,Amount
75913,VAT Registration Number
75914,Department Family
75915,Entity
75916,Date
75917,Expense Type
75918,Expense Area
75919,Supplier
75920,Transaction Number
75921,Amount
75922,VAT Registration Number
75923,Department Family
75924,Entity
75925,Date
75926,Expense Type
75927,Expense Area
75928,Supplier
75929,Transaction Number
75930,Amount
75931,VAT Registration Number
75932,Department Family
75933,Entity
75934,Date
75935,Expense Type
75936,Expense Area
75937,Supplier
75938,Transaction Number
75939,Amount
75940,VAT Registration Number
75941,Department Family
75942,Entity
75943,Date
75944,Expense Type
75945,Expense Area
75946,Supplier
75947,Transaction Number
75948,Amount
75949,VAT Registration Number
75950,Department Family
75951,Entity
75952,Date
75953,Expense Type
75954,Expense Area
75955,Supplier
75956,Transaction Number
75957,Amount
75958,VAT Registration Number
75959,Department Family
75960,Entity
75961,Date
75962,Expense Type
75963,Expense Area
75964,Supplier
75965,Transaction Number
75966,Amount
75967,VAT Registration Number
75968,Department Family
75969,Entity
75970,Date
75971,Expense Type
75972,Expense Area
75973,Supplier
75974,Transaction Number
75975,Amount
75976,VAT Registration Number
75977,Department Family
75978,Entity
75979,Date
75980,Expense Type
75981,Expense Area
75982,Supplier
75983,Transaction Number
75984,Amount
75985,VAT Registration Number
75986,Department Family
75987,Entity
75988,Date
75989,Expense Type
75990,Expense Area
75991,Supplier
75992,Transaction Number
75993,Amount
75994,VAT Registration Number
75995,Department Family
75996,Entity
75997,Date
75998,Expense Type
75999,Expense Area
76000,Supplier
76001,Transaction Number
76002,Amount
76003,VAT Registration Number
76004,Department Family
76005,Entity
76006,Date
76007,Expense Type
76008,Expense Area
76009,Supplier
76010,Transaction Number
76011,Amount
76012,VAT Registration Number
76013,Department Family
76014,Entity
76015,Date
76016,Expense Type
76017,Expense Area
76018,Supplier
76019,Transaction Number
76020,Amount
76021,VAT Registration Number
76022,Department Family
76023,Entity
76024,Date
76025,Expense Type
76026,Expense Area
76027,Supplier
76028,Transaction Number
76029,Amount
76030,VAT Registration Number
76031,Department Family
76032,Entity
76033,Date
76034,Expense Type
76035,Expense Area
76036,Supplier
76037,Transaction Number
76038,Amount
76039,VAT Registration Number
76040,Department Family
76041,Entity
76042,Date
76043,Expense Type
76044,Expense Area
76045,Supplier
76046,Transaction Number
76047,Amount
76048,VAT Registration Number
76049,Department Family
76050,Entity
76051,Date
76052,Expense Type
76053,Expense Area
76054,Supplier
76055,Transaction Number
76056,Amount
76057,VAT Registration Number
76058,Department Family
76059,Entity
76060,Date
76061,Expense Type
76062,Expense Area
76063,Supplier
76064,Transaction Number
76065,Amount
76066,VAT Registration Number
76067,Department Family
76068,Entity
76069,Date
76070,Expense Type
76071,Expense Area
76072,Supplier
76073,Transaction Number
76074,Amount
76075,VAT Registration Number
76076,Department Family
76077,Entity
76078,Date
76079,Expense Type
76080,Expense Area
76081,Supplier
76082,Transaction Number
76083,Amount
76084,VAT Registration Number
76085,Department Family
76086,Entity
76087,Date
76088,Expense Type
76089,Expense Area
76090,Supplier
76091,Transaction Number
76092,Amount
76093,VAT Registration Number
76094,Department Family
76095,Entity
76096,Date
76097,Expense Type
76098,Expense Area
76099,Supplier
76100,Transaction Number
76101,Amount
76102,VAT Registration Number
76103,Organisation Name
76104,Organisation Type
76105,"Main, parent or sponsoring department"
76106,Payroll staff
76107,V5
76108,V6
76109,V7
76110,V8
76111,V9
76112,V10
76113,V11
76114,V12
76115,V13
76116,V14
76117,V15
76118,V16
76119,V17
76120,Number of non-payroll staff (contingent labour and consultants/consultancy)
76121,V19
76122,V20
76123,V21
76124,V22
76125,V23
76126,V24
76127,V25
76128,V26
76129,V27
76130,"Grand Total 
(workforce numbers)"
76131,V29
76132,Payroll staff costs
76133,V31
76134,V32
76135,V33
76136,V34
76137,V35
76138,V36
76139,Non-Payroll staff (contingent labour/consultancy - CCL) costs
76140,V38
76141,V39
76142,Grand Total paybill/staffing (payroll and non-payroll) costs
76143,Comments and notes
76144,Organisation Name
76145,Organisation Type
76146,"Main, parent or sponsoring department"
76147,Payroll staff
76148,V5
76149,V6
76150,V7
76151,V8
76152,V9
76153,V10
76154,V11
76155,V12
76156,V13
76157,V14
76158,V15
76159,V16
76160,V17
76161,Number of non-payroll staff (contingent labour and consultants/consultancy)
76162,V19
76163,V20
76164,V21
76165,V22
76166,V23
76167,V24
76168,V25
76169,V26
76170,V27
76171,"Grand Total 
(workforce numbers)"
76172,V29
76173,Payroll staff costs
76174,V31
76175,V32
76176,V33
76177,V34
76178,V35
76179,V36
76180,Non-Payroll staff (contingent labour/consultancy) costs
76181,V38
76182,V39
76183,Grand Total paybill/staffing (payroll and non-payroll) costs
76184,Organisation Name
76185,Organisation Type
76186,"Main, parent or sponsoring department"
76187,Payroll staff
76188,V5
76189,V6
76190,V7
76191,V8
76192,V9
76193,V10
76194,V11
76195,V12
76196,V13
76197,V14
76198,V15
76199,V16
76200,V17
76201,Number of non-payroll staff (contingent labour and consultants/consultancy)
76202,V19
76203,V20
76204,V21
76205,V22
76206,V23
76207,V24
76208,V25
76209,V26
76210,V27
