dataset,header
5408,Department Family
5408,Entity
5408,Date
5408,Account code description
5408,Expense Area
5408,Supplier
5408,Transaction Number
5408,Amount
5408,VAT Registration Number
5409,Department Family
5409,Entity
5409,Date
5409,Account code description
5409,Expense Area
5409,Supplier
5409,Transaction Number
5409,Amount
5409,VAT Registration Number
5410,Department Family
5410,Entity
5410,Date
5410,Account code description
5410,Expense Area
5410,Supplier
5410,Transaction Number
5410,Amount
5410,VAT Registration Number
5411,Department Family
5411,Entity
5411,Date
5411,Account code description
5411,Expense Area
5411,Supplier
5411,Transaction Number
5411,Amount
5411,VAT Registration Number
5412,Department Family
5412,Entity
5412,Date
5412,Account code description
5412,Expense Area
5412,Supplier
5412,Transaction Number
5412,Amount
5412,VAT Registration Number
5413,Department Family
5413,Entity
5413,Date
5413,Account code description
5413,Expense Area
5413,Supplier
5413,Transaction Number
5413,Amount
5413,VAT Registration Number
5414,Department Family
5414,Entity
5414,Date
5414,Account code description
5414,Expense Area
5414,Supplier
5414,Transaction Number
5414,Amount
5414,VAT Registration Number
5415,Department Family
5415,Entity
5415,Date
5415,Account code description
5415,Expense Area
5415,Supplier
5415,Transaction Number
5415,Amount
5416,Department Family
5416,Entity
5416,Date
5416,Account code description
5416,Expense Area
5416,Supplier
5416,Transaction Number
5416,Amount
5417,Department Family
5417,Entity
5417,Date
5417,Expense Type
5417,Expense Area
5417,Supplier
5417,Transaction No
5417,Amount
5418,Department Family
5418,Entity
5418,Date
5418,Expense Type
5418,Expense Area
5418,Supplier
5418,Transaction Number
5418,Amount
5419,Department Family
5419,Entity
5419,Date
5419,Expense Type
5419,Expense Area
5419,Supplier
5419,Transaction Number
5419,Amount
5420,Department Family
5420,Entity
5420,Date
5420,Expense Type
5420,Expense Area
5420,Supplier
5420,Transaction Number
5420,Amount
5421,Department Family
5421,Entity
5421,Date
5421,Expense Type
5421,Expense Area
5421,Supplier Name
5421,Transaction Number
5421,Amount
5422,Department Family
5422,Entity
5422,Date
5422,Expense Type
5422,Expense Area
5422,Supplier
5422,Transaction Number
5422,Amount
5422,Description
5422,Supplier Postcode
5422,Supplier Type
5422,Contract Number
5422,Project Code
5422,Expenditure Type
5423,Department Family
5423,Entity
5423,Date
5423,Expense Type
5423,Expense Area
5423,Supplier
5423,Transaction Number
5423,Amount
5423,Description
5423,Supplier Postcode
5423,Supplier Type
5423,Contract Number
5423,Project Code
5423,Expenditure Type
5424,Department Family
5424,Entity
5424,Date
5424,Expense Type
5424,Expense Area
5424,Supplier
5424,Transaction Number
5424,Amount
5424,Description
5424,Supplier Postcode
5424,Supplier Type
5424,Contract Number
5424,Project Code
5424,Expenditure Type
5425,Department Family
5425,Entity
5425,Date
5425,Expense Type
5425,Expense Area
5425,Supplier
5425,Transaction Number
5425,Amount
5425,Description
5425,Supplier Postcode
5425,Supplier Type
5425,Contract Number
5425,Project Code
5425,Expenditure Type
5425,VAT Registration No
5426,Department Family
5426,Entity
5426,Date
5426,Expense Type
5426,Expense Area
5426,Supplier
5426,Transaction Number
5426,Amount
5426,Description
5426,Supplier Postcode
5426,Supplier Type
5426,Contract Number
5426,Project Code
5426,Expenditure Type
5426,VAT Registration No
5427,Department Family
5427,Entity
5427,Date
5427,Expense Type
5427,Expense Area
5427,Supplier
5427,Transaction Number
5427,Amount
5427,Description
5427,Supplier Postcode
5427,Supplier Type
5427,Contract Number
5427,Project Code
5427,Expenditure Type
5427,VAT Registration No
5428,Department Family
5428,Entity
5428,Date
5428,Expense Type
5428,Expense Area
5428,Supplier
5428,Transaction Number
5428,Amount
5428,Description
5428,Supplier Postcode
5428,Supplier Type
5428,Contract Number
5428,Project Code
5428,Expenditure Type
5428,VAT Registration No
5429,Department Family
5429,Entity
5429,Date
5429,Expense Type
5429,Expense Area
5429,Supplier
5429,Transaction Number
5429,Amount
5429,Description
5429,Supplier Postcode
5429,Supplier Type
5429,Contract Number
5429,Project Code
5429,Expenditure Type
5430,Department
5430,Entity
5430,Date
5430,Expense Type
5430,Expense Area
5430,Supplier Name
5430,Transaction Number
5430,Amount
5430,Description
5430,Supplier Postcode
5430,Supplier Type
5430,Contract Number
5430,Project Number
5430,Expenditure Type
5431,Department
5431,Entity
5431,Date
5431,Expense Type
5431,Expense Area
5431,Supplier
5431,Transaction Number
5431,Amount
5431,Description
5431,Supplier Postcode
5431,Supplier Type
5431,Contract Number
5431,Project Code
5431,Expenditure Type
5431,VAT Registration Number
5432,Department Family
5432,Entity
5432,Date
5432,Expense Type
5432,Expense Area
5432,Supplier
5432,Transaction Number
5432,Amount
5433,Department Family
5433,Entity
5433,Date
5433,Expense Type
5433,Expense Area
5433,Supplier
5433,Transaction Number
5433,Amount
5433,Description
5433,Supplier Postcode
5433,Supplier Type
5433,Contract Number
5433,Project Code
5433,Expenditure Type
5434,Department Family
5434,Entity
5434,Date
5434,Expense Type
5434,Expense Area
5434,Supplier
5434,Transaction Number
5434,Amount
5435,Department Family
5435,Entity
5435,Date
5435,Expense Type
5435,Expense Area
5435,Supplier
5435,Transaction Number
5435,Amount
5436,Department Family
5436,Entity
5436,Date
5436,Expense Type
5436,Expense Area
5436,Supplier
5436,Transaction Number
5436,Amount
5437,Department Family
5437,Entity
5437,Date
5437,Expense Type
5437,Expense Area
5437,Supplier
5437,Transaction Number
5437,Amount
5437,VAT Registration Number
5438,Department Family
5438,Entity
5438,Date
5438,Expense Type
5438,Expense Area
5438,Supplier
5438,Transaction Number
5438,Amount
5438,VAT Registration Number
5439,Department Family
5439,Entity
5439,Date
5439,Expense Type
5439,Expense Area
5439,Supplier
5439,Transaction No
5439,Amount
5440,Department Family
5440,Entity
5440,Date
5440,Expense Type
5440,Expense Area
5440,Supplier
5440,Transaction
5440,Amount
5441,Department Family
5441,Entity
5441,Date
5441,Expense Type
5441,Expense Area
5441,Supplier
5441,Transaction Number
5441,Amount
5442,Department Family
5442,Entity
5442,Date
5442,Expense Type
5442,Expense Area
5442,Supplier
5442,Transaction Number
5442,Amount
5443,Department Family
5443,Entity
5443,Date
5443,Expense Type
5443,Expense Area
5443,Supplier
5443,Transaction Number
5443,Amount
5444,Department Family
5444,Entity
5444,Date
5444,Expense Type
5444,Expense Area
5444,Supplier
5444,Transaction Number
5444,Amount
5444,Description
5444,Supplier Postcode
5444,Supplier Type
5444,Contract Number
5444,Project Code
5444,Expenditure Type
5445,Department Family
5445,Entity
5445,Date
5445,Expense Type
5445,Expense Area
5445,Supplier
5445,Transaction Number
5445,Amount
5445,Description
5445,Supplier Postcode
5445,Supplier Type
5445,Contract Number
5445,Project Code
5445,Expenditure Type
5446,Department Family
5446,Entity
5446,Date
5446,Expense Type
5446,Expense Area
5446,Supplier
5446,Transaction Number
5446,Amount
5446,Description
5446,Supplier Postcode
5446,Supplier Type
5446,Contract Number
5446,Project Code
5446,Expenditure Type
5447,Department Family
5447,Entity
5447,Date
5447,Expense Type
5447,Expense Area
5447,Supplier
5447,Transaction Number
5447,Amount
5447,Description
5447,Supplier Postcode
5447,Supplier Type
5447,Contract Number
5447,Project Code
5447,Expenditure Type
5448,Department Family
5448,Entity
5448,Date
5448,Expense Type
5448,Expense Area
5448,Supplier
5448,Transaction Number
5448,Amount
5448,Description
5448,Supplier Postcode
5448,Supplier Type
5448,Contract Number
5448,Project Code
5448,Expenditure Type
5449,Department Family
5449,Entity
5449,Date
5449,Expense Type
5449,Expense Area
5449,Supplier
5449,Transaction Number
5449,Amount
5449,Description
5449,Supplier Postcode
5449,Supplier Type
5449,Contract Number
5449,Project Code
5449,Expenditure Type
5450,Department Family
5450,Entity
5450,Date
5450,Expense Type
5450,Expense Area
5450,Supplier
5450,Transaction Number
5450,Amount
5450,Description
5450,Supplier Postcode
5450,Supplier Type
5450,Contract Number
5450,Project Code
5450,Expenditure Type
5451,Department Family
5451,Entity
5451,Date
5451,Expense Type
5451,Expense Area
5451,Supplier
5451,Transaction Number
5451,Amount
5451,Description
5451,Supplier Postcode
5451,Supplier Type
5451,Contract Number
5451,Project Code
5451,Expenditure Type
5452,Department
5452,Entity
5452,Date
5452,Expense Type
5452,Expense Area
5452,Supplier Name
5452,Transaction Number
5452,Amount
5452,Description
5452,Supplier Postcode
5452,Supplier Type
5452,Contract Number
5452,Project Number
5452,Expenditure Type
5453,Department
5453,Entity
5453,Date
5453,Expense Type
5453,Expense Area
5453,Supplier
5453,Transaction Number
5453,Amount
5453,Description
5453,Supplier Postcode
5453,Supplier Type
5453,Contract Number
5453,Project Code
5453,Expenditure Type
5453,VAT Registration Number
5454,Department Family
5454,Entity
5454,Date
5454,Expense Type
5454,Expense Area
5454,Supplier
5454,Transaction Number
5454,Amount
5454,VAT Registration Number
5455,Department Family
5455,Entity
5455,Date
5455,Expense Type
5455,Expense Area
5455,Supplier
5455,Transaction No
5455,Amount
5456,Department Family
5456,Entity
5456,Date
5456,Expense Type
5456,Expense Area
5456,Supplier
5456,Transaction
5456,Amount
5457,Department Family
5457,Entity
5457,Date
5457,Expense Type
5457,Expense Area
5457,Supplier
5457,Transaction Number
5457,Amount
5457,Description
5457,Supplier Postcode
5457,Contract Number
5457,Project Code
5457,Expenditure Type
5458,Department Family
5458,Entity
5458,Date
5458,Expense Type
5458,Expense Area
5458,Supplier
5458,Transaction Number
5458,Amount
5458,Description
5458,Supplier Postcode
5458,Supplier Type
5458,Contract Number
5458,Project Code
5458,Expenditure Type
5459,Department
5459,Entity
5459,Date
5459,Expense Type
5459,Expense Area
5459,Supplier Name
5459,Transaction Number
5459,Amount
5459,Description
5459,Supplier Postcode
5459,Supplier Type
5459,Contract Number
5459,Project Number
5459,Expenditure Type
5460,Department
5460,Entity
5460,Date
5460,Expense Type
5460,Expense Area
5460,Supplier
5460,Transaction Number
5460,Amount
5460,Description
5460,Supplier Postcode
5460,Supplier Type
5460,Contract Number
5460,Project Code
5460,Expenditure Type
5460,VAT Registration Number
5461,Department
5461,Entity
5461,Date
5461,Expense Type
5461,Expense Area
5461,Supplier
5461,Transaction Number
5461,Amount
5461,Description
5461,Supplier Postcode
5461,Supplier Type
5461,Contract Number
5461,Project Code
5461,Expenditure Type
5461,VAT Registration Number
5462,Department Family
5462,Entity
5462,Date
5462,Expense Type
5462,Expense Area
5462,Supplier
5462,Transaction Number
5462,Amount
5463,Department Family
5463,Entity
5463,Date
5463,Expense Type
5463,Expense Area
5463,Supplier
5463,Transaction Number
5463,Amount
5464,Department Family
5464,Entity
5464,Date
5464,Expense Type
5464,Expense Area
5464,Supplier
5464,Transaction Number
5464,Amount
5465,Department Family
5465,Entity
5465,Date
5465,Expense Type
5465,Expense Area
5465,Supplier
5465,Transaction Number
5465,Amount
5466,Department Family
5466,Entity
5466,Date
5466,Expense Type
5466,Expense Area
5466,Supplier
5466,Transaction Number
5466,Amount
5467,Department Family
5467,Entity
5467,Date
5467,Expense Type
5467,Expense Area
5467,Supplier
5467,Transaction Number
5467,Amount
5468,Department Family
5468,Entity
5468,Date
5468,Expense Type
5468,Expense Area
5468,Supplier
5468,Transaction Number
5468,Amount
5469,Department Family
5469,Entity
5469,Date
5469,Expense Type
5469,Expense Area
5469,Supplier
5469,Transaction Number
5469,Amount
5470,Department Family
5470,Entity
5470,Date
5470,Expense Type
5470,Expense Area
5470,Supplier
5470,Transaction Number
5470,Amount
5471,Department Family
5471,Entity
5471,Date
5471,Expense Type
5471,Expense Area
5471,Supplier
5471,Transaction Number
5471,Amount
5472,Department Family
5472,Entity
5472,Date
5472,Expense Type
5472,Expense Area
5472,Supplier
5472,Transaction Number
5472,Amount
5473,Department Family
5473,Entity
5473,Date
5473,Expense Type
5473,Expense Area
5473,Supplier
5473,Transaction Number
5473,Amount
5474,Department Family
5474,Entity
5474,Date
5474,Expense Type
5474,Expense Area
5474,Supplier
5474,Transaction Number
5474,Amount
5475,Department Family
5475,Entity
5475,Date
5475,Expense Type
5475,Expense Area
5475,Supplier
5475,Transaction Number
5475,Amount
5476,Department Family
5476,Entity
5476,Date
5476,Expense Type
5476,Expense Area
5476,Supplier
5476,Transaction Number
5476,Amount
5477,Department Family
5477,Entity
5477,Date
5477,Expense Type
5477,Expense Area
5477,Supplier
5477,Transaction Number
5477,Amount
5478,Department Family
5478,Entity
5478,Date
5478,Expense Type
5478,Expense Area
5478,Supplier
5478,Transaction Number
5478,Amount
5478,Description
5478,Supplier Postcode
5478,Supplier Type
5478,Contract Number
5478,Project Code
5478,Expenditure Type
5478,VAT Registration Number
5479,Department Family
5479,Entity
5479,Date
5479,Expense Type
5479,Expense Area
5479,Supplier
5479,Transaction Number
5479,Amount
5479,Description
5479,Supplier Postcode
5479,Supplier Type
5479,Contract Number
5479,Project Code
5479,Expenditure Type
5479,VAT Registration Number
5480,Department Family
5480,Entity
5480,Date
5480,Expense Type
5480,Expense Area
5480,Supplier
5480,Transaction Number
5480,Amount
5480,Description
5480,Supplier Postcode
5480,Supplier Type
5480,Contract Number
5480,Project Code
5480,Expenditure Type
5480,VAT Registration Number
5480,PO NUMBER
5481,Department Family
5481,Entity
5481,Date
5481,Expense Type
5481,Expense Area
5481,Supplier
5481,Transaction Number
5481,Amount
5481,Description
5481,Supplier Postcode
5481,Supplier Type
5481,Contract Number
5481,Project Code
5481,Expenditure Type
5481,VAT Registration Number
5481,PO NUMBER
5482,Department Family
5482,Entity
5482,Date
5482,Expense Type
5482,Expense Area
5482,Supplier
5482,Transaction Number
5482,Amount
5482,Description
5482,Supplier Post Code
5482,Contract no.
5482,Project Code
5482,Expenditure Type
5482,VAT Registration Number
5482,PO NUMBER
5483,Department
5483,Entity
5483,Date
5483,Expense Type
5483,Expense Area
5483,Supplier
5483,Transaction Number
5483,Amount
5483,Description
5483,Supplier Postcode
5483,Supplier Type
5483,Contract Number
5483,Project Code
5483,Expenditure Type
5483,Vat Registration Num
5483,#
5483,Supplier OBS Type
5483,PO NUMBER
5484,Department Family
5484,Entity
5484,Date
5484,Expense Type
5484,Expense Area
5484,Supplier
5484,Transaction Number
5484,Amount
5484,Description
5484,Supplier Postcode
5484,Supplier Type
5484,Contract Number
5484,Project Code
5484,Expenditure Type
5485,Department
5485,Entity
5485,Date
5485,Expense Type
5485,Expense Area
5485,Supplier Name
5485,Transaction Number
5485,Amount
5485,Description
5485,Supplier Postcode
5485,Supplier Type
5485,Contract Number
5485,Project Number
5485,Expenditure Type
5486,Department
5486,Entity
5486,Date
5486,Expense Type
5486,Expense Area
5486,Supplier
5486,Transaction Number
